"","Year","Feature","No_mean","No_sd","Yes_mean","Yes_sd","MeanDecreaseAccuracy_mean","MeanDecreaseAccuracy_sd","MeanDecreaseGini_mean","MeanDecreaseGini_sd"
"400","pre2013","HIQ210_7",0,0,0,0,0,0,0,0
"401","pre2013","HIQ210_9",0,0,0,0,0,0,0.00102200864480041,0.00323187510595128
"402","pre2013","HOQ065_7",0,0,0,0,0,0,0.00358642295192593,0.00584257607352534
"403","pre2013","HSQ590_7",0,0,0,0,0,0,0,0
"404","pre2013","HUQ010_7",0,0,0,0,0,0,0,0
"405","pre2013","HUQ030_7",0,0,0,0,0,0,0,0
"406","pre2013","HUQ030_9",0,0,0,0,0,0,0,0
"407","pre2013","HUQ090_7",0,0,0,0,0,0,0,0
"408","pre2013","MCQ092_7",0,0,0,0,0,0,0,0
"409","pre2013","MCQ160B_7",0,0,0,0,0,0,0,0
"410","pre2013","MCQ160C_7",0,0,0,0,0,0,0.00266755921264144,0.00509268879889716
"411","pre2013","MCQ160D_7",0,0,0,0,0,0,0,0
"412","pre2013","OSQ010B_7",0,0,0,0,0,0,0.000612554112554113,0.00129171642568153
"413","pre2013","OSQ060_7",0,0,0,0,0,0,0.000686031746031747,0.00146235916623303
"414","pre2013","PFQ059_7",0,0,0,0,0,0,0,0
"415","pre2013","PFQ059_9",0,0,0,0,0,0,0,0
"416","pre2013","PUQ110_7",0,0,0,0,0,0,0,0
"417","pre2013","SLQ050_7",0,0,0,0,0,0,0,0
"418","pre2013","SMQ020_7",0,0,0,0,0,0,0,0
"419","pre2013","SMQ020_9",0,0,0,0,0,0,0.000362180570499049,0.00114531552703618
"420","pre2013","WHQ030_7",0,0,0,0,0,0,0.00131106476502221,0.00414595081746363
"421","pre2013","WHQ070_7",0,0,0,0,0,0,0,0
"422","pre2013","bp_cat_meds_included_SBP120andDBP80mmHg",0,0,0,0,0,0,0,0
"423","pre2013","bp_cat_meds_included_SBPof120to130andDBP80mmHg",0,0,0,0,0,0,0,0
"424","pre2013","IMQ020_7",0,0,-0.100100150250438,0.316544468916459,-0.100100150250438,0.316544468916459,0.00445336183080985,0.00726002790000182
"425","pre2013","DPQ090_7",-0.100100150250438,0.316544468916459,0,0,-0.100100150250438,0.316544468916459,0.0030035629045404,0.00427970751802953
"426","post2013","bp_sys_mean",20.0336031106036,0.549707373640871,20.4063828793966,0.792880689377047,22.8849343280203,0.835239140135052,397.024136024691,30.9964377296745
"427","post2013","BPXSY1",17.887864265244,0.708391047137718,18.7068701656125,0.414572215510825,20.678288493679,0.602665442859921,284.942837339978,21.2859044556999
"428","post2013","BPXSY2",17.7647759075995,0.89584294399677,18.5467553846308,0.55013782344399,20.4190311774681,0.618467725996344,309.734811546737,25.4952060158091
"429","post2013","BPXSY3",16.7955254478998,1.03719977898244,18.2101944534384,0.68592132848099,19.982955735947,1.0073391513866,269.756099887356,17.248230790483
